Title,Now Price,Link,Manufacturer,html_file,CPU manufacturer,CPU,CPU Speed (GHz),RAM (GB),RAM Type,Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,GPU,Weight (kg),Battery,Charging
"Laptop Asus Vivobook 15 X1504ZA-NJ517W i5-1235U/16GB/512GB/15.6"" FHD/Win11",13.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-15-x1504za-nj517w-i5-1235u,asus,data/laptop_html/asus+1.html,Intel,1235U,1.3 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,Iris Xe,1.7 kg,42 WHrs,45 W
"Laptop Asus Vivobook X1504VA-NJ526W i5 1335U/16GB/512GB SSD/15.6"" FHD/Win11",15.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x1504va-nj526w-i5-1335u,asus,data/laptop_html/asus+2.html,Intel,1335U,1.3 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,FHD (1920 x 1080),60 Hz,Intel,Iris Xe,1.7 kg,42 Wh,45 W
"Laptop Asus TUF Gaming FA506NFR-HN006W R7 7435HS/16GB/512GB/15.6"" FHD/Nvidia GeForce RTX2050 4GB/Win11 ",17.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fa506nfr-hn006w-r7-7435hs,asus,data/laptop_html/asus+3.html,AMD,7435HS,3.1 ,16 GB (1 thanh 16 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,Geforce RTX 2050,2.3 kg,48 Wh,150 W
Laptop Asus TUF Gaming A15 FA506NF-HN005W R5 7535HS/8GB/512GB/15.6' FHD/Nvidia RTX2050 4GB/Win11,15.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-a15-fa506nf-hn005w-r5-7535hs,asus,data/laptop_html/asus+4.html,AMD,7535HS,3.3 ,8 GB (1 thanh 8 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,Geforce RTX 2050,2.3 kg,48 WHrs,150 W
"Laptop Asus Vivobook E1404FA-NK186W R5 7520U/16GB/512GB/14"" FHD/Win11",12.190.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-e1404fa-nk186w-r5-7520u,asus,data/laptop_html/asus+5.html,AMD,7520U,2.8 Ghz,16 GB,LPDDR5,512 GB,14.0 inch,1920 x 1080 Pixels,60 Hz,AMD,Radeon,1.3 kg,42 Wh,NA
"Laptop ASUS Vivobook 14 OLED A1405ZA-KM264W i5-12500H/16GB/512GB/14"" 2.8K/Win11",15.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-14-oled-a1405za-km264w,asus,data/laptop_html/asus+6.html,Intel,12500H,2.5 ,16 GB (2 thanh 8 GB),DDR4,512 ,14 inch,2880 x 1800 Pixels,90 ,Intel,Iris Xe,1.6 kg,50 Wh,65 W
Laptop Asus Vivobook X1504ZA-NJ1039W i7-1255U/16GB/512GB/15.6'' FHD/Win11,15.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x1504za-nj1039w-i7-1255u,asus,data/laptop_html/asus+7.html,Intel,1255U,1.7 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,Iris Xe,1.7 kg,42 WHrs,45 W
"Laptop Asus TUF Gaming FX507ZC4-HN095W i5 12500H/16GB/512GB/15.6""/Nvidia RTX3050 4GB/Win11",20.290.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fx507zc4-hn095w-i5-12500h,asus,data/laptop_html/asus+8.html,Intel,12500H,2.5 Ghz,16 GB (2 thanh 8 GB),DDR4,512 GB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 3050,2.2 kg,56 Wh,200 W
"Laptop Asus TUF Gaming FA507NUR-LP101W R7-7435HS/16GB/512GB/15.6""/GeForce RTX4050 6GB/Win11",24.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fa507nur-lp101w-r7-7435hs,asus,data/laptop_html/asus+9.html,AMD,7435HS,3.1 ,16 GB (1 thanh 16 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4050,2.2 kg,90 WHrs,240 W
"Laptop Asus Vivobook X1404ZA-NK387W i3 1215U/8GB/512GB/14"" FHD/Win11",9.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x1404za-nk387w-i3-1215u,asus,data/laptop_html/asus+10.html,Intel,1215U,1.2 ,8 GB (1 thanh 8 GB),DDR4,512 ,14 inch,FHD (1920 x 1080),60 Hz,Intel,UHD,1.4 kg,42 Wh,45 W
"Laptop Asus Gaming Vivobook K3605ZF-RP634W i5-12500H/16GB/512GB/16""/Nvidia GeForce RTX2050 4GB/Win11",17.390.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-gaming-vivobook-k3605zf-rp634w-i5-12500h,asus,data/laptop_html/asus+11.html,Intel,12500H,2.5 ,16 GB (1 thanh 16 GB),DDR4,512 ,16 inch,1920 x 1200 Pixels,144 ,NVIDIA,Geforce RTX 2050,1.8 kg,50 Whr,120 W
"Laptop Asus Gaming Vivobook K3605ZC-RP564W i5-12500H/16GB/512GB/16""/Nvidia GeForce RTX3050 4GB/Win11",19.390.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-gaming-k3605zc-rp564w-i5-12500h,asus,data/laptop_html/asus+12.html,Intel,12500,2.5 ,16 GB (1 thanh 16 GB),DDR4,512 ,16 inch,1920 x 1200 Pixels,144 ,NVIDIA,GeForce RTX 3050,1.8 kg,50 Whr,120 W
Laptop Asus Vivobook 15 OLED A1505VA-MA466W i5-13500H/16GB/512GB/15.6'' 2.8K/Win11,17.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-15-oled-a1505va-ma466w-i-5-13500h,asus,data/laptop_html/asus+13.html,Intel,13500H,2.6 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,2880 x 1620 Pixels,120 ,Intel,Iris Xe,1.7 kg,50 WHrs,65 W
"Laptop Asus TUF Gaming FA507NVR-LP091W R7-7435HS/AI/16GB/512GB/15.6"" 144Hz/GeForce RTX4060 8GB/Win11",26.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fa507nvr-lp091w-r7-7435hs,asus,data/laptop_html/asus+14.html,AMD,7435HS,3.1 ,16 GB (1 thanh 16 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4060,2.2 kg,90 WHrs,240 W
Laptop Asus Vivobook 15 OLED A1505VA-L1113W i5 13500H/16GB/512GB/15.6'FHD/Win11,17.390.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-a1505va-l1113w-i5-13500h,asus,data/laptop_html/asus+15.html,Intel,13500H,2.6 Ghz,16 GB,DDR4,512 GB,15.6 inch,1920 x 1080 Pixels,60 Hz,Intel,UHD,1.7 kg,50 Wh,65 W
"Laptop Asus Vivobook 16 X1605ZA-MB193W i3 1215U/8GB/512GB/16"" WUXGA/Win11",10.190.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-16-x1605za-mb193w-i3-1215u,asus,data/laptop_html/asus+16.html,Intel,1215U,1.2 Ghz,8 GB,DDR4,512 GB,16.0 inch,1920 x 1200 Pixels,60 Hz,Intel,UHD,1.68 kg,3 Cell,42 W
"Laptop ASUS Vivobook 15 OLED A1505VA-MA469W i9-13900H/16GB/512GB/15.6"" 2.8K/Win11",22.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-15-oled-a1505va-ma469w-i9-13900h,asus,data/laptop_html/asus+17.html,Intel,13900H,2.6 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,2880 x 1620 Pixels,120 ,Intel,Iris Xe,1.7 kg,65 Wh,50 W
"Laptop Asus Vivobook S16 OLED S5606MA-MX051W Intel Core Ultra 7-155H/AI/16GB/512GB/16"" 3.2K/Arc Graphics/Win11",26.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s16-oled-s5606ma-mx051w-intel-core-ultra-7-155h,asus,data/laptop_html/asus+18.html,Intel,155H,1.4 ,16 GB (1 thanh 16 GB),LPDDR5X,512 ,16 inch,3201 x 2000 Pixels,120 ,Intel,ARC,1.5 kg,75 Wh,90 W
"Laptop Asus Vivobook S 14 OLED S5406MA-PP124W Ultra 5-125H/AI/16GB/512GB/14"" 3K/Win11",22.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s5406ma-pp124w-ultra-5-125h,asus,data/laptop_html/asus+19.html,Intel,125H,1.2 ,16 GB (1 thanh 16 GB),DDR5,512 ,14 inch,2880 x 1800 Pixels,120 ,Intel,Evo,1.3 kg,75 WHrs,240 W
"Laptop Asus Gaming Vivobook K3605ZU-RP296W i5-12500H/16GB/512GB/16""/Nvidia GeForce RTX4050 6GB/Win11",23.290.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-gaming-vivobook-k3605zu-rp296w-i5-12500h,asus,data/laptop_html/asus+20.html,Intel,12500,2.5 ,16 GB (1 thanh 16 GB),DDR4,512 ,16 inch,1920 x 1200 Pixels,144 ,NVIDIA,GeForce RTX 4050,1.8 kg,70 Whr,120 W
"Laptop Asus Vivobook S14 S5406MA-PP161W Ultra 5 125H/AI/16GB/1TB/14"" OLED 3K/Intel Arc Graphics/Win11",23.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s14-s5406ma-pp161w-ultra-5-125h,asus,data/laptop_html/asus+21.html,Intel,125H,1.2 ,16 GB (1 thanh 16 GB),LPDDR5X,1 ,14 inch,2880 x 1800 Pixels Màn hình chính:,120 ,Intel,ARC,1.3 kg,75 Wh,90 W
"Laptop Asus TUF Gaming FX507VV-LP304W i7-13620H/AI/16GB/1TB/15.6"" 144Hz/GeForce RTX4060 8GB/Win11",30.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fx507vv-lp304w-i7-13620h,asus,data/laptop_html/asus+22.html,Intel,13620H,2.4 ,16 GB (1 thanh 16 GB),DDR5,1 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4060,2.2 kg,90 WHrs,240 W
Laptop Asus Zenbook 14 OLED UX3405MA-PP152W Intel Core Ultra 7-155H/AI/32GB/1TB/14'' 3K/Intel Arc/Win11,31.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp152w-ultra-7-155h,asus,data/laptop_html/asus+23.html,Intel,155H,1.4 ,32 GB,DDR5,1 ,14 inch,2880 x 1800 Pixels,120 ,Intel,NA,1.2 kg,75 Wh,NA
"Laptop Asus Vivobook 15 OLED A1505VA-MA492W i7-13700H/16GB/512GB/15.6"" 2.8K/Win11",20.190.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-15-oled-a1505va-ma492w-i7-13700h,asus,data/laptop_html/asus+24.html,Intel,13700H,2.4 ,16 GB (2 thanh 8 GB),DDR4,512 ,15.6 inch,2880 x 1620 Pixels,120 ,Intel,Iris Xe,1.7 kg,65 Wh,50 W
Laptop Asus Zenbook 14 OLED UM3402YA-KM826W R5 7430U/16GB/512GB/14' 2.8K/Win11,19.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-14-oled-um3402ya-km826w-r5-7430u,asus,data/laptop_html/asus+25.html,AMD,7430U,2.3 ,16 GB (1 thanh 16 GB),LPDDR4X,512 ,14 inch,2880 x 1800 Pixels,90 ,AMD,Radeon,1.39 kg,75 WHrs,65 W
"Laptop Asus Expertbook P5405CSA-NZ0016W U5-226V/AI/16GB/512GB/14"" WQXGA/Win 11",25.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-expertbook-p5405csa-nz0016w,asus,data/laptop_html/asus+26.html,Intel,226V,1.6 ,16 GB (1 thanh 16 GB),LPDDR5X,512 ,14 inch,2560 x 1600 Pixels,144 ,Intel,ARC,1.29 kg,63 WHrs,65 W
"Laptop Asus Zenbook 14 OLED UX3405MA-PP151W Ultra 5 125H/AI/16GB/512GB/14"" 3K/Intel Arc Graphics/Win11",26.390.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp151w-ultra-5-125h,asus,data/laptop_html/asus+27.html,Intel,125H,1.2 ,16 GB (1 thanh 16 GB),LPDDR5X,512 ,14 inch,2880 x 1800 Pixels,120 ,Intel,ARC,1.2 kg,75 Wh,65 W
"Laptop Asus TUF Gaming FA507NU-LP034W R7 7735HS/8GB/512GB/15.6"" FHD/Nvidia RTX4050 6GB/Win11",21.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fa507nu-lp034w-r7-7735hs,asus,data/laptop_html/asus+28.html,AMD,7735HS,3.2 Ghz,8 GB (1 thanh 8 GB),DDR5,512 GB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 4050,2.2 kg,4 Cell,NA
"Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/Nvidia RTX3050 4GB/Win11",25.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-pro-k3405vc-km070w-i9-13900h,asus,data/laptop_html/asus+29.html,Intel,13900H,2.6 Ghz,16 GB (2 thanh 8 GB),DDR4,512 GB,14.0 inch,2880 x 1800 Pixels,90 Hz,NVIDIA,GeForce RTX 3050,1400 g,3 Cell,NA
"Laptop Asus TUF Gaming A15 FA506NCR-HN047W R7-7435HS/16GB/512GB/15.6"" 144Hz/Nvidia GeForce RTX3050 4GB/Win 11",19.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-a15-fa506ncr-hn047w-r7-7435hs,asus,data/laptop_html/asus+30.html,AMD,7435HS,3.1 ,16 GB (1 thanh 16 GB),DDR5,512 ,16 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 3050,2.3 kg,48 Wh,10 W
"Laptop Asus Vivobook Flip TN3402YA-LZ188W R5-7530U/16GB/512GB/14"" Touch/Win11",15.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-flip-tn3402ya-lz188w-r5-7530u,asus,data/laptop_html/asus+31.html,AMD,7530U,2.00 Ghz,16 GB,DDR4,512 GB,14.0 inch,1920 x 1200 Pixels,60 Hz,AMD,NA,1.5 kg,3 Cell,NA
Laptop Asus Gaming ROG Strix G16 G614JV-N4156W i7-13650HX/AI/16GB/512GB/16' 2.5K/Nvidia GeForce RTX4060 8GB/Win11,36.790.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-gaming-rog-strix-g16-g614jv-n4156w-i7-13650hx,asus,data/laptop_html/asus+32.html,Intel,13650HX,2.6 ,16 GB (1 thanh 16 GB),DDR5,512 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4060,2.5 kg,90 WHrs,280 W
"Laptop Asus TUF Gaming A16 Advantage Edition FA617NSR-RL100W R7-7435HS/16GB/512GB/16"" 144Hz/AMD Radeon RX7600S 8GB/Win11",22.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-a16-advantage-edition-fa617nsr-rl100w-r7-7435hs,asus,data/laptop_html/asus+33.html,AMD,7435HS,3.1 ,16 GB (1 thanh 16 GB),DDR5,512 ,16 inch,1920 x 1200 Pixels,144 ,AMD,NA,2.2 kg,90 WHrs,240 W
"Laptop Asus Expertbook P5405CSA-NZ0017W U7-258V/AI/32GB/1TB/14"" WQXGA/Win 11",32.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-expertbook-p5405csa-nz0017w,asus,data/laptop_html/asus+34.html,Intel,258V,2.2 ,32 GB (1 thanh 32 GB),LPDDR5X,1 ,14 inch,2560 x 1600 Pixels,144 ,Intel,ARC,1.29 kg,63 WHrs,65 W
Laptop Asus TUF Gaming FA507NU-LP045W R7 7735HS/16GB/512GB/15.6'/Nvidia RTX4050 6GB/Win11,23.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fa507nu-lp045w-r7-7735hs,asus,data/laptop_html/asus+35.html,AMD,7735HS,4.7 ,16 GB (2 thanh 8 GB),DDR5,512 ,15.6 inch,FHD (1920 x 1080),144 Hz,NVIDIA,GeForce RTX 4050,2.2 kg,90 Wh,240 W
Laptop Asus Gaming ROG Zephyrus G16 GU603VU-N4019W i7-13620H/16GB/512GB/16'' QHD/Nvidia Geforce RTX4050 6GB/Win11,38.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-gaming-rog-zephyrus-g16-gu603vu-n4019w-i7-13620h,asus,data/laptop_html/asus+36.html,Intel,13620H,2.4 ,16 GB (1 thanh 16 GB),DDR4,512 ,16 inch,2560 x 1600 Pixels,240 ,NVIDIA,GeForce RTX 4050,2 kg,90 WHrs,240 W
"Laptop Asus TUF Gaming FX507VU-LP315W i7-13620H/16GB/512GB/15.6"" 144Hz/GeForce RTX4050 6GB/Win11",27.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-a15-fx507vu-lp315w-i7-13620h,asus,data/laptop_html/asus+37.html,Intel,13620H,2.4 ,16 GB (1 thanh 16 GB),DDR5,512 ,15.6 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 4050,2.2 kg,90 WHrs,240 W
Laptop Asus TUF Gaming F15 FX507VU-LP197W i7 13620H/32GB/512GB/15.6' 144Hz/Nvidia RTX 4050 6GB/Win11,27.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-f15-fx507vu-lp197w-i7-13620h,asus,data/laptop_html/asus+38.html,Intel,13620H,2.4 ,32 GB (2 thanh 16 GB),DDR5,512 ,15.6 inch,1920 x 1200 Pixels,144 ,NVIDIA,GeForce RTX 4050,2.2 kg,90 WHrs,240 W
"Laptop Asus TUF Gaming FX506HC-HN144W i5 11400H/8GB/512GB/15.6""FHD/Nvidia RTX3050 4GB/Win11",14.990.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-gaming-fx506hc-hn144w-i5-11400h,asus,data/laptop_html/asus+39.html,Intel,11400H,2.70 Ghz,8 GB (1 thanh 8 GB),DDR4,512 GB,15.6 inch,1920 x 1080 Pixels,144 Hz,NVIDIA,GeForce RTX 3050,2.3 kg,48 Wh,NA
"Laptop HP Gaming Victus 16-s0173AX R5-7640HS/16GB/512GB/16"" 144Hz/GeForce RTX3050 6GB/Win11_A9LG9PA",22.690.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/hp-gaming-victus-16-s0173ax-r5-7640hs-a9lg9pa,hp,data/laptop_html/hp+0.html,AMD,7640HS,4.3 ,16 GB (2 thanh 8 GB),DDR5,512 ,16.1 inch,1920 x 1080 Pixels,144 ,NVIDIA,GeForce RTX 3050,2.33 kg,70 WHrs,200 W
"Laptop HP 15s-fq5231TU i3-1215U/8GB/256GB/15.6""FHD/Win11_8U241PA",10.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/hp-15s-fq5231tu-i3-1215u,hp,data/laptop_html/hp+1.html,Intel,1215U,1.2 ,8 GB (1 thanh 8 GB),DDR4,256 ,15.6 inch,1920 x 1080 Pixels,60 ,Intel,UHD,1.69 kg,41 Wh,45 W
Laptop HP Pavilion 15-eg3112TU i7 1355U/16GB/512GB/15.6'FHD/Win11,23.490.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-15-eg3112tu-i7-1355u,hp,data/laptop_html/hp+2.html,Intel,1335U,3.70 Ghz,16 GB (2 thanh 8 GB),DDR4,512 GB,15.6 inch,FHD (1920 x 1080),Hãng không công bố,NA,NA,1.68 kg,3 Cell,NA
Laptop HP 14s-em0078AU R5 7520U/8GB/ 512GB/14'FHD/Win11,12.890.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/hp-14s-em0078au-r5-7520u,hp,data/laptop_html/hp+3.html,AMD,7520U,2.8 Ghz,8 GB (1 thanh 8 GB),LPDDR5,512 GB,14 inch,1920 x 1080 Pixels,60 Hz,AMD,Radeon,1.4 kg,3 Cell,45 W
"Laptop HP 245 G10 (A20TFPT) R5-7530U/16GB/256GB/14"" FHD/Win11",13.290.000 ₫,https://fptshop.com.vn//may-tinh-xach-tay/laptop-hp-245-g10-a20tfpt-r5-7530u,hp,data/laptop_html/hp+4.html,AMD,7530U,2.8 ,16 GB (1 thanh 16 GB),DDR4,256 ,14 inch,1920 x 1080 Pixels,60 ,AMD,Radeon,1.36 kg,41 Cell,45 W
